word,core_level,advanced_level
disenfranchise,c1,c1
disenfranchised,c1,c1
disenfranchisement,c1,c1
disengage,c1,c1
disengaged,c1,c1
disengagement,c1,c1
disentangle,c1,c1
disequilibrium,c1,c1
disestablish,c1,c1
disestablishment,c1,c1
disfavor,c1,c1
disfavored,c1,c1
disfigure,b2,b2
disfigured,b2,b2
disfigurement,b2,b2
disfiguring,b2,b2
disgorge,c1,c1
disgrace,b1,b1
disgraced,b1,b1
disgraceful,b1,b1
disgracefully,b2,b2
disgruntled,b2,b2
disgruntlement,b2,b2
disguise,a2,a2
disguised,a2,a2
disgust,a2,a2
disgusted,a2,a2
disgustedly,b2,b2
disgusting,a2,a2
disgustingly,b2,b2
dish,a1,a1
dishabille,c2,c2
disharmonious,c1,c1
disharmony,c1,c1
dishcloth,a2,a2
dishearten,b2,b2
disheartened,b2,b2
disheartening,b2,b2
disheveled,b2,b2
dishevelled,b2,b2
dishevelment,c1,c1
dishonest,a2,b2
dishonestly,b2,b2
dishonesty,b2,b2
dishonor,b2,b2
dishonorable,b2,b2
dishonorably,c1,c1
dishonored,b2,b2
dishpan,a2,a2
dishrag,a2,a2
dishtowel,a2,a2
dishware,a2,a2
dishwasher,a2,a2
dishwashing,a2,a2
dishwater,a2,a2
dishy,b2,b2
disillusion,b2,b2
disillusioned,b2,b2
disillusionment,b2,b2
disincentive,b2,b2
disinclination,b2,b2
disinclined,b2,b2
disinfect,b1,b1
disinfectant,b1,b1
disinfection,b1,b1
disinflation,c1,c1
disinformation,c1,c1
disingenuous,c1,c1
disingenuously,c1,c1
disingenuousness,c1,c1
disinherit,c1,c1
disinherited,c1,c1
disinhibition,c1,c1
disintegrate,b2,b2
disintegrated,b2,b2
disintegrating,b2,b2
disintegration,b2,b2
disinter,c1,c1
disinterest,b2,b2
disinterested,b2,b2
disinterestedly,c1,c1
disinterestedness,c1,c1
disinvestment,c1,c1
disjoin,c1,c1
disjoint,c1,c1
disjointed,c1,c1
disjunct,c1,c1
disjunction,c1,c1
disjunctive,c1,c1
disjuncture,c1,c1
disk,a2,a2
diskette,a2,a2
dislike,b1,b1
disliked,a2,a2
dislocate,b2,b2
dislocated,b2,b2
dislocation,b2,b2
dislodge,b2,b2
disloyal,b2,b2
disloyalty,b2,b2
dismal,b1,b1
dismally,b2,b2
dismantle,b2,b2
dismantled,b2,b2
dismantlement,b2,b2
dismantling,b2,b2
dismay,b1,b1
dismayed,b1,b1
dismaying,b2,b2
dismayingly,b2,b2
dismember,c1,c1
dismembered,c1,c1
dismemberment,c1,c1
dismiss,a2,b2
dismissal,b2,c1
dismissed,b1,b1
dismissive,b2,b2
dismissively,b2,b2
dismount,b2,b2
disneyesque,c2,c2
disobedience,b2,b2
disobedient,b2,b2
disobey,b1,b1
disorder,a2,b2
disordered,b2,b2
disorderly,b2,b2
disorganization,b2,b2
disorganize,b2,b2
disorganized,b2,b2
disorient,b2,b2
disorientated,b2,b2
disorientation,b2,b2
disoriented,b2,b2
disorienting,b2,b2
disown,b2,b2
disparage,b2,b2
disparaged,b2,b2
disparagement,b2,b2
disparaging,b2,b2
disparagingly,b2,b2
disparate,b2,b2
disparity,b2,b2
dispassion,c1,c1
dispassionate,c1,c1
dispassionately,c1,c1
dispatch,b2,b2
dispatchable,c1,c1
dispatcher,b2,b2
dispel,b2,b2
dispensable,b2,b2
dispensary,b1,b1
dispensation,c1,c1
dispense,b1,b1
dispenser,b1,b1
dispensing,b1,b1
dispersal,b2,b2
disperse,b2,b2
dispersed,b2,b2
dispersion,b2,b2
dispersive,c1,c1
dispirit,b2,b2
dispirited,b2,b2
dispiritedly,c1,c1
dispiriting,b2,b2
displace,b2,c1
displaced,b2,b2
displacement,b2,b2
display,a2,b2
displayed,b1,b1
displease,b1,b1
displeased,b1,b1
displeasure,b1,b1
disport,c2,c2
disposable,b1,b1
disposal,b2,c1
dispose,b2,c1
disposed,b2,b2
disposer,b1,b1
disposition,b2,b2
dispositional,c1,c1
dispositive,c1,c1
dispossess,c1,c1
dispossessed,c1,c1
dispossession,c1,c1
disproportion,c1,c1
disproportional,c1,c1
disproportionate,c1,c1
disproportionately,c1,c1
disprove,b2,b2
disputable,b2,b2
disputant,c1,c1
disputation,c1,c1
disputatious,c1,c1
dispute,b2,c1
disputed,b2,b2
disputing,b2,b2
disqualification,b2,b2
disqualify,b2,b2
disqualifying,b2,b2
disquiet,b2,b2
disquieting,b2,b2
disquisition,c2,c2
disregard,b1,b1
disrepair,b2,b2
disreputable,b2,b2
disrepute,b2,b2
disrespect,b1,b1
disrespected,b1,b1
disrespectful,b1,b1
disrespectfully,b2,b2
disrobe,c1,c1
disrupt,b2,c1
disrupted,b2,b2
disrupter,b2,b2
disruption,b2,c1
disruptive,b2,b2
disruptiveness,c1,c1
disruptor,b2,b2
dissatisfaction,b2,b2
dissatisfied,b2,b2
dissect,b2,b2
dissected,b2,b2
dissecting,b2,b2
dissection,b2,b2
dissemble,c1,c1
dissembler,c1,c1
dissembling,c1,c1
disseminate,b2,b2
disseminated,b2,b2
dissemination,b2,b2
disseminator,c1,c1
dissension,b2,b2
dissent,b1,b1
dissenter,b2,b2
dissenting,b2,b2
dissention,c2,c2
dissertation,c1,c1
disservice,b2,b2
dissidence,c1,c1
dissident,b2,b2
dissimilar,b1,b1
dissimilarity,b2,b2
dissimulate,c1,c1
dissimulation,c1,c1
dissipate,b2,b2
dissipated,b2,b2
dissipation,b2,b2
dissipative,c1,c1
dissociate,b2,b2
dissociated,b2,b2
dissociation,b2,b2
dissociative,c1,c1
dissolute,c1,c1
dissolution,b2,b2
dissolve,b2,c1
dissolved,b1,b1
dissolving,b1,b1
dissonance,b2,b2
dissonant,b2,b2
dissuade,b2,b2
distaff,c1,c1
distal,b2,b2
distally,b2,b2
distance,a2,a2
distanced,b2,b2
distancing,b2,b2
distant,a2,b2
distantly,b1,b1
distaste,b1,b1
distasteful,b1,b1
distastefully,b2,b2
distemper,c1,c1
distend,c1,c1
distended,c1,c1
distention,c1,c1
distil,b1,b1
distill,b1,b1
distillate,b2,b2
distillation,b2,b2
distilled,b1,b1
distiller,b2,b2
distillery,b2,b2
distinct,a2,b2
distinction,b2,c1
distinctive,b2,c1
distinctively,b2,b2
distinctiveness,b2,b2
distinctly,b1,b1
distinctness,b2,b2
distinguish,a2,b2
distinguishable,b2,b2
distinguished,b1,b1
distinguishing,b2,b2
distort,b2,c1
distorted,b1,b1
distorting,b2,b2
distortion,b2,b2
distract,a2,b2
distracted,b1,b1
distractedly,b2,b2
distracter,c1,c1
distracting,b1,b1
distraction,b1,b1
distractive,c1,c1
distractor,c1,c1
distraught,b2,b2
distress,b2,c1
distressed,b1,b1
distressful,b2,b2
distressing,b2,b2
distressingly,b2,b2
distribute,a2,b2
distributed,b1,b1
distributing,b2,b2
distribution,a2,b2
distributional,c1,c1
distributive,c1,c1
distributor,b2,b2
district,a2,b2
distrust,b1,b1
distrustful,b1,b1
disturb,a2,b2
disturbance,b1,b1
disturbed,b1,b1
disturber,b2,b2
disturbing,b2,c1
disturbingly,b2,b2
disunion,c1,c1
disunity,c1,c1
disuse,b2,b2
disused,b2,b2
disyllabic,c1,c1
dit,c2,c2
ditch,a2,a2
dither,b2,b2
dithering,b2,b2
ditsy,b2,b2
ditty,b2,b2
ditz,c2,c2
ditzy,b2,b2
diuretic,c1,c1
diurnal,c1,c1
diva,b2,b2
divan,c1,c1
dive,a2,b2
diver,a2,a2
diverge,b2,b2
divergence,b2,b2
divergent,b2,b2
diverging,b2,b2
divers,b2,b2
diverse,a2,b2
diversely,b2,b2
diversification,b2,b2
diversified,b2,b2
diversify,b2,b2
diversion,b1,b1
diversionary,c1,c1
diversity,a2,b2
divert,b2,c1
diverted,b1,b1
diverticulitis,c2,c2
diverticulum,c2,c2
diverting,b2,b2
divertissement,c2,c2
divest,c1,c1
divested,c1,c1
divestiture,c1,c1
divide,a2,b2
divided,a2,a2
dividend,b2,b2
divider,b2,b2
dividing,b1,b1
divination,c1,c1
divinatory,c1,c1
divine,b2,c1
divinely,b2,b2
diviner,c1,c1
diving,a2,a2
divining,c1,c1
divinity,b2,b2
divinization,c2,c2
divisible,b2,b2
division,a2,b2
divisional,b2,b2
divisive,b2,b2
divisiveness,c1,c1
divisor,b2,b2
divorce,a2,b2
divorced,a2,a2
divorcee,b2,b2
divorcing,b1,b1
divot,c1,c1
divulge,b2,b2
divvy,c1,c1
diya,c2,c2
dizygotic,c1,c1
dizzily,b1,b1
dizziness,b1,b1
dizzy,a2,a2
dizzying,b2,b2
dj,a2,a2
djellaba,c1,c1
dna,a2,a2
do,a1,a1
doable,b1,b1
dobsonian,c2,c2
docent,c1,c1
docile,b2,b2
docilely,b2,b2
docility,c1,c1
dock,a2,a2
docked,b2,b2
docket,b2,b2
docking,b2,b2
dockside,b2,b2
dockworker,b2,b2
dockyard,b2,b2
doctor,a1,a1
doctoral,b2,b2
doctorate,b2,b2
doctored,b2,b2
doctoring,b2,b2
doctrinaire,c1,c1
doctrinal,c1,c1
doctrinally,c1,c1
doctrine,b2,c1
docudrama,c1,c1
document,a2,b2
documentary,b1,b1
documentation,b2,c1
documented,b1,b1
dodder,c1,c1
doddering,c1,c1
dodge,a2,a2
dodging,a2,a2
dodgy,b1,b1
dodo,a2,a2
doer,b1,b1
doeskin,c1,c1
doff,c1,c1
dog,a1,a1
dogcatcher,c1,c1
dogfight,b2,b2
dogfighting,b2,b2
dogfish,c1,c1
dogfood,c1,c1
dogged,b2,b2
doggedly,b2,b2
doggedness,c1,c1
doggerel,c1,c1
doggie,a2,a2
doggone,c2,c2
doggy,a2,a2
doghouse,a2,a2
dogleg,b2,b2
doglike,b2,b2
dogma,b2,b2
dogmatic,b2,b2
dogmatically,b2,b2
dogmatics,c2,c2
dogmatism,c1,c1
dogmatist,c1,c1
dogsled,b2,b2
dogwood,b2,b2
doilie,a2,a2
doings,a2,a2
doit,c2,c2
dojo,b2,b2
dole,b1,b1
doleful,b1,b1
dolefully,b1,b1
doll,a1,a1
dollar,a1,a1
dollarization,c1,c1
dollhouse,a2,a2
dollop,b2,b2
dolmen,c1,c1
dolomite,b2,b2
dolor,c2,c2
dolorous,c1,c1
dolphin,a2,a2
dolt,b2,b2
doltish,b2,b2
domain,b2,c1
dome,a2,a2
domed,b2,b2
domestic,a2,b2
domestically,b2,b2
domesticate,b2,b2
domesticated,b2,b2
domestication,b2,b2
domesticity,c1,c1
domicile,b2,b2
dominance,b2,c1
dominant,a2,b2
dominantly,b2,b2
dominate,a2,b2
dominated,b2,b2
dominating,b2,b2
domination,b2,b2
dominator,c1,c1
dominatrix,c1,c1
domineer,c1,c1
domineering,c1,c1
dominican,b2,b2
domino,a2,a2
don,b2,b2
donate,b1,b1
donated,b1,b1
donation,b2,b2
doneness,b2,b2
donkey,a1,a1
donnybrook,c1,c1
donor,b2,c1
donut,a2,a2
doodad,c1,c1
doodle,a2,a2
doofus,c1,c1
doohickey,c1,c1
doom,b1,b1
doomed,b1,b1
doomsayer,c1,c1
doomsday,b2,b2
doomster,c2,c2
door,a1,a1
doorbell,a2,a2
doorframe,a2,a2
doorjamb,b2,b2
doorkeeper,b2,b2
doorknob,a2,a2
doorless,b2,b2
doorman,a2,a2
doormat,a2,a2
doornail,c1,c1
doorpost,a2,a2
doorsill,b2,b2
doorstep,a2,a2
doorstop,a2,a2
doorway,a2,a2
dooryard,b2,b2
doozy,c1,c1
dopamine,c1,c1
dopaminergic,c2,c2
dopant,c2,c2
dope,b2,b2
dopey,b2,b2
doping,c1,c1
doppelganger,c1,c1
doric,c1,c1
dork,c1,c1
dorky,c1,c1
dorm,b2,b2
dormancy,c1,c1
dormant,b2,b2
dormer,c1,c1
dormitory,b2,b2
dorsal,c1,c1
dorsiflexion,c2,c2
dorsum,c2,c2
dosa,b2,b2
dosage,b2,b2
dose,b2,c1
dosed,b2,b2
dosimeter,c1,c1
dossier,c1,c1
dossy,c2,c2
dot,a2,b2
dotage,c1,c1
dote,c1,c1
doting,c1,c1
dotted,a2,a2
dotty,b2,b2
double,b1,b1
doubled,a2,a2
doubleheader,c1,c1
doubleness,b2,b2
doublespeak,c1,c1
doublet,c1,c1
doubling,b2,b2
doubloon,c1,c1
doubly,b2,b2
doubt,a2,b1
doubter,b2,b2
doubtful,b1,b1
doubtfully,b1,b1
doubting,b2,b2
doubtless,b1,b1
doubtlessly,b1,b1
douche,c1,c1
dough,a2,a2
doughboy,c1,c1
doughnut,a2,a2
doughty,c1,c1
doughy,b2,b2
doula,c1,c1
dour,c1,c1
dourly,c1,c1
douse,b2,b2
dousing,b2,b2
dove,a1,a1
dovecote,b2,b2
dovetail,b2,b2
dovish,c1,c1
dowager,c1,c1
dowdy,b2,b2
dowel,b2,b2
down,a1,a1
downbeat,c1,c1
downcast,b2,b2
downdraft,b2,b2
downed,b2,b2
downer,c1,c1
downfall,b2,b2
downforce,c1,c1
downgrade,b2,b2
downgraded,b2,b2
downgrading,b2,b2
downhill,a2,a2
downhiller,c1,c1
downlink,c1,c1
download,a2,a2
downloadable,b2,b2
downloaded,b2,b2
downloading,b2,b2
downpayment,b2,b2
downplay,b2,b2
downpour,b2,b2
downrigger,c1,c1
downright,b2,b2
downshift,b2,b2
downside,b2,b2
downsize,b2,b2
downsized,b2,b2
downsizing,b2,b2
downslide,c1,c1
downslope,c1,c1
downspout,b2,b2
downstage,c1,c1
downstairs,a2,a2
downstream,b2,b2
downstroke,c1,c1
downswing,c1,c1
downtime,b2,b2
downtown,a2,b2
downturn,b2,b2
downward,b2,b2
downwardly,b2,b2
downwards,a2,b2
downwind,b2,b2
downwinder,c1,c1
downy,b2,b2
dowry,c1,c1
dowse,c1,c1
dowser,c1,c1
doxology,c2,c2
doxorubicin,c2,c2
doxycycline,c2,c2
doyen,c2,c2
doyenne,c2,c2
doze,a2,a2
dozen,a2,b2
dozer,b2,b2
dozing,a2,a2
dpi,c1,c1
drab,b2,b2
drabness,c1,c1
draconian,c1,c1
draft,a2,b2
drafted,b2,b2
draftee,c1,c1
drafter,b2,b2
drafting,b2,b2
draftnik,c2,c2
draftsman,c1,c1
draftsmanship,c1,c1
drafty,a2,a2
drag,a2,b2
dragging,a2,a2
dragnet,b2,b2
dragon,a1,a1
dragonfly,a2,a2
dragoon,c1,c1
dragster,b2,b2
drain,b2,c1
drainage,b1,b1
drainboard,b1,b1
drained,a2,a2
drainer,b1,b1
draining,a2,a2
drainpipe,b1,b1
dram,b2,b2
drama,a2,a2
dramatic,b2,b2
dramatically,a2,b2
dramatics,b1,b1
dramatist,b2,b2
dramatization,c1,c1
dramatize,b2,b2
dramatized,c1,c1
dramaturge,c1,c1
dramaturgy,c1,c1
drape,b1,b1
draped,b1,b1
drapery,b1,b1
draping,b1,b1
drastic,b2,b2
drastically,b2,b2
draught,b1,b1
draughtsman,c1,c1
draw,a1,a1
drawback,b1,b1
drawbridge,b1,b1
drawcord,c1,c1
drawdown,b2,b2
drawer,a2,a2
drawing,a2,a2
drawl,b2,b2
drawstring,b1,b1
dray,c1,c1
dread,a2,a2
dreaded,a2,a2
dreadful,a2,a2
dreadfully,a2,a2
dreadlock,b2,b2
dreadlocked,b2,b2
dreadnought,c1,c1
dream,a2,a2
dreamboat,b2,b2
dreamcatcher,b2,b2
dreamer,a2,a2
dreamily,a2,a2
dreaminess,b2,b2
dreaming,a2,a2
dreamland,a2,a2
dreamless,b2,b2
dreamlike,b2,b2
dreamscape,c1,c1
dreamworld,c1,c1
dreamy,a2,a2
drearily,b2,b2
dreariness,b2,b2
dreary,b2,b2
dreck,c2,c2
dredge,c1,c1
dredged,c1,c1
dredger,c1,c1
dredging,c1,c1
dregs,b2,b2
dreidel,c1,c1
drench,b1,b1
drenched,b1,b1
drenching,b1,b1
dress,a1,a1
dressage,c1,c1
dressed,b1,b1
dresser,a2,a2
dressing,a2,a2
dressmaker,b1,b1
dressmaking,b1,b1
dressy,b1,b1
drib,b2,b2
dribble,b1,b1
dribbler,b1,b1
dribbling,b1,b1
dried,a2,a2
drier,a2,a2
drift,b2,c1
drifted,a2,a2
drifter,b2,b2
drifting,a2,a2
driftwood,b1,b1
drill,a2,a2
drilled,a2,a2
driller,b1,b1
drilling,a2,a2
drily,b2,b2
drink,a1,a1
drinkable,b1,b1
drinker,a2,a2
drinking,a1,a1
drip,a2,a2
dripping,a2,a2
drippy,b2,b2
drivable,b1,b1
drive,a2,a2
drivel,c1,c1
driveline,c1,c1
driven,a2,a2
driver,a1,a1
driverless,b2,b2
driveshaft,c1,c1
drivetrain,c1,c1
driveway,a2,a2
driving,b2,c1
drizzle,a2,a2
drizzling,a2,a2
drizzly,a2,a2
drogue,c1,c1
droid,b2,b2
droit,c2,c2
droll,b2,b2
drollery,c1,c1
drolly,b2,b2
dromedary,b2,b2
drone,b2,b2
drongo,c2,c2
droning,b2,b2
drool,b2,b2
drooling,b2,b2
droop,b1,b1
drooping,b1,b1
droopy,b1,b1
drop,b1,b1
dropcloth,b2,b2
droplet,b1,b1
dropout,b2,b2
dropped,a2,a2
dropper,b1,b1
dropping,a2,a2
dropsy,c1,c1
dross,c1,c1
drought,a2,b2
drove,a2,a2
drover,c1,c1
drown,b2,c1
drowned,a2,a2
drowning,a2,a2
drowse,b2,b2
drowsily,b2,b2
drowsiness,b2,b2
drowsy,b2,b2
drub,c1,c1
drubbing,c1,c1
drudge,c1,c1
drudgery,c1,c1
drug,a2,a2
drugged,b2,b2
druggie,b2,b2
druggist,b1,b1
druggy,b2,b2
drugmaker,c1,c1
drugstore,a2,a2
drum,b1,b1
drumbeat,b1,b1
drumhead,b2,b2
drummer,a2,a2
drumming,a2,a2
drumroll,b1,b1
drumstick,b1,b1
drunk,b1,b1
drunkard,b2,b2
drunken,a2,a2
drunkenly,a2,a2
drunkenness,b2,b2
druthers,c2,c2
dry,a2,a2
dryer,a2,a2
drying,a2,a2
dryland,b2,b2
dryly,b2,b2
dryness,b2,b2
drywall,b1,b1
dual,b2,c1
dualism,c1,c1
dualist,c1,c1
dualistic,c1,c1
duality,c1,c1
dub,b2,c1
dubbing,b2,b2
dubious,b2,b2
dubiously,b2,b2
ducal,c1,c1
ducat,c1,c1
duchess,b1,b1
duchesse,c1,c1
duchy,c1,c1
duck,a1,a1
duckbill,b1,b1
duckboard,c1,c1
ducking,a2,a2
duckling,a2,a2
duckweed,b2,b2
ducky,a2,a2
duct,b1,b1
ductal,c1,c1
ductile,c1,c1
ductility,c1,c1
ductwork,b2,b2
dud,b2,b2
dude,a2,a2
dudgeon,c1,c1
due,b1,b1
duel,b2,b2
dueling,b2,b2
duelist,c1,c1
duellist,c1,c1
dues,b1,b1
duet,b1,b1
duff,c1,c1
duffel,b1,b1
duffer,b2,b2
duffle,a2,a2
dug,a1,a1
dugout,a2,a2
duiker,c2,c2
dukedom,b2,b2
dulcimer,c1,c1
dull,a2,b2
dullard,c1,c1
dulled,a2,a2
dullness,a2,a2
dully,a2,a2
duly,a2,a2
dumb,a2,c1
dumbass,c1,c1
dumbbell,a2,a2
dumbfound,b2,b2
dumbfounded,b2,b2
dumbly,c1,c1
dumbness,c1,c1
dumbwaiter,b2,b2
dummy,a2,a2
dump,a2,b2
dumped,a2,a2
dumper,b2,b2
dumping,b2,b2
dumpster,b2,b2
dumpy,a2,a2
dunce,a2,a2
dunderhead,c2,c2
dune,a2,a2
dung,a2,a2
dungaree,a2,a2
dungeon,a2,a2
dunk,a2,a2
dunker,c1,c1
dunking,a2,a2
duo,a2,c1
duodenal,c1,c1
duodenum,c1,c1
duomo,b2,b2
duopoly,c1,c1
dupe,b2,b2
duped,b2,b2
duplex,b2,b2
duplexer,c1,c1
duplicate,b1,b1
duplicated,b1,b1
duplication,b2,b2
duplicator,b2,b2
duplicitous,c1,c1
duplicity,c1,c1
dura,c2,c2
durability,b2,b2
durable,b2,b2
durables,b2,b2
durably,c1,c1
dural,c1,c1
duration,a2,b2
durbar,c2,c2
duress,c1,c1
durian,b2,b2
during,a1,a1
durum,b2,b2
dusk,a2,a2
dusky,a2,a2
dust,a2,b1
dustbin,a2,a2
dustbuster,b2,b2
duster,a2,a2
dusting,a2,a2
dustpan,a2,a2
dusty,a1,a1
dutch,a2,a2
dutchman,a2,a2
dutiful,b2,b2
dutifully,b2,b2
duty,a2,b1
duvet,a2,a2
dvd,a1,a1
dwarf,a2,a2
dwarfed,c1,c1
dwarfish,c1,c1
dwarfism,c1,c1
dweeb,c1,c1
dwell,b1,b1
dweller,b1,b1
dwelling,b1,b1
dwindle,b2,b2
dwindling,b2,b2
dyad,c1,c1
dyadic,c2,c2
dybbuk,c2,c2
dye,a2,a2
dyed,a2,a2
dyeing,a2,a2
dying,a1,a1
dyke,c1,c1
dynamic,b2,c1
dynamical,c1,c1
dynamically,c1,c1
dynamics,c1,c1
dynamism,c1,c1
dynamite,a2,a2
dynamo,b2,b2
dynamometer,c1,c1
dynast,c1,c1
dynastic,c1,c1
dynasty,b2,b2
dyno,c1,c1
dysentery,c1,c1
dysfunction,c1,c1
dysfunctional,c1,c1
dysfunctionality,c2,c2
dyslexia,b2,b2
dyslexic,b2,b2
dyspepsia,c1,c1
dyspeptic,c1,c1
dysphagia,c2,c2
dysphonia,c2,c2
dysphoria,c2,c2
dysphoric,c2,c2
dysplasia,c2,c2
dysplastic,c2,c2
dyspnea,c2,c2
dyspnoea,c2,c2
dysregulation,c2,c2
dysthymia,c2,c2
dystopia,c1,c1
dystopian,c1,c1
dystrophy,c1,c1
each,a1,a1
eager,c1,c1
eagerly,b2,b2
eagerness,b2,b2
eagle,a2,a2
eaglet,c1,c1
ear,a1,a1
earache,a2,a2
eardrum,b2,b2
eared,c1,c1
earflap,c1,c1
earful,c1,c1
earless,c1,c1
earlobe,a2,a2
early,a1,a1
earmark,b2,b2
earmarked,b2,b2
earn,a2,a2
earned,a2,a2
earner,b2,b2
earnest,b2,b2
earnestly,b2,b2
earnestness,b2,b2
earnings,c1,c1
earphone,a2,a2
earpiece,b2,b2
earplug,a2,a2
earring,a2,a2
earshot,b2,b2
earth,a2,a2
earthbound,c1,c1
earthen,b2,b2
earthenware,b2,b2
earthiness,c1,c1
earthling,c1,c1
earthly,b2,b2
earthmover,b2,b2
earthquake,b1,b1
earthward,c1,c1
earthwork,b2,b2
earthworm,a2,a2
earthy,a2,a2
earwax,a2,a2
earwig,a2,a2
earworm,c1,c1
ease,a2,c1
easel,b2,b2
easement,c1,c1
easily,a2,a2
easiness,b2,b2
easing,b2,b2
east,a1,a1
eastbound,b2,b2
easter,a2,a2
easterly,b2,b2
eastern,b1,b1
easterner,b2,b2
easternmost,c1,c1
eastward,b2,b2
easy,a1,a1
easygoing,b2,b2
eat,a1,a1
eater,b2,b2
eatery,b2,b2
eating,a1,a1
eats,a1,a1
eave,b2,b2
eavesdrop,b2,b2
eavesdropper,b2,b2
eavesdropping,b2,b2
ebb,b2,b2
ebbing,b2,b2
ebonized,c1,c1
ebullience,c1,c1
ebullient,c1,c1
eccentric,b2,b2
eccentrically,c1,c1
eccentricity,c1,c1
ecclesial,c2,c2
ecclesiastic,c2,c2
ecclesiastical,c2,c2
ecclesiological,c2,c2
ecclesiology,c2,c2
echelon,c1,c1
echinacea,c1,c1
echinoderm,c1,c1
echo,a2,c1
echocardiogram,c1,c1
echoey,b2,b2
echoing,b2,b2
echolalia,c1,c1
echolocation,c1,c1
eclair,b2,b2
eclat,c1,c1
eclectic,b2,b2
eclecticism,c1,c1
eclipse,b1,b1
eclipsing,b2,b2
ecliptic,c1,c1
eclogue,c2,c2
ecocentric,c1,c1
ecologic,b2,b2
ecological,b2,c1
ecologically,b2,b2
ecologist,b2,b2
ecology,b2,b2
econometric,c1,c1
econometrics,c1,c1
economic,b1,b1
economical,b1,b1
economically,b1,b1
economics,b2,b2
economism,c1,c1
economist,c1,b2
economistic,c1,c1
economize,b2,b2
economy,b1,b1
ecoregional,c1,c1
ecosphere,c1,c1
ecosystem,b2,b2
ecotourism,b2,b2
ecotourist,b2,b2
ecru,b2,b2
ecstasy,b1,b1
ecstatic,b1,b1
ecstatically,b2,b2
ectomorph,c1,c1
ectopic,c1,c1
ectoplasm,c1,c1
ectoplasmic,c1,c1
ecuadorean,b2,b2
ecuadorian,b2,b2
ecumenical,c1,c1
ecumenically,c1,c1
ecumenism,c1,c1
eczema,b2,b2
eddy,a2,a2
edelweiss,b2,b2
edema,c1,c1
edematous,c1,c1
edenic,c1,c1
edge,a2,b1
edged,a2,a2
edgewise,b2,b2
edgily,b2,b2
edginess,b2,b2
edging,b2,b2
edgy,b2,b2
edibility,b2,b2
edible,a2,a2
edict,b2,b2
edification,c1,c1
edifice,b2,b2
edify,c1,c1
edifying,c1,c1
edit,b2,b2
edited,a2,a2
editing,a2,a2
edition,b2,b2
editor,b1,b1
editorial,b2,b2
editorialist,b2,b2
editorialize,c1,c1
editorially,b2,b2
editorship,b2,b2
educate,b1,b1
educated,b1,b1
educating,a2,a2
education,a2,a2
educational,b1,b1
educationally,b2,b2
educationist,c1,c1
educative,c1,c1
educator,c1,c1
edutainment,b2,b2
edwardian,b2,b2
eejit,c2,c2
eel,a2,a2
eelgrass,c1,c1
eerie,b1,b1
eeriest,b1,b1
eerily,b2,b2
eeriness,b2,b2
eery,b1,b1
eff,c2,c2
efface,c1,c1
effacement,c1,c1
effect,a2,a2
effective,b1,b1
effectively,b1,b1
effectiveness,c1,c1
effector,c1,c1
effectual,b2,b2
effectually,b2,b2
effectuate,c1,c1
effeminacy,c1,c1
effeminate,b2,b2
efferent,c1,c1
effervescence,b2,b2
effervescent,b2,b2
effete,c1,c1
efficacious,c1,c1
efficacy,c1,c1
efficiency,c1,c1
efficient,b2,b2
efficiently,b2,b2
effigy,c1,c1
effing,c2,c2
efflorescence,c1,c1
effluent,c1,c1
effluvium,c1,c1
efflux,c1,c1
effort,b1,b1
effortful,b2,b2
effortless,b2,b2
effortlessly,b2,b2
effortlessness,b2,b2
effrontery,c1,c1
effulgence,c1,c1
effusion,c1,c1
effusive,c1,c1
effusively,c1,c1
egad,c2,c2
egalitarian,c1,c1
egalitarianism,c1,c1
egg,a1,a1
eggbeater,a2,a2
egghead,b2,b2
eggnog,a2,a2
eggplant,a2,a2
eggshell,a2,a2
eggy,a2,a2
ego,c1,c1
egocentric,c1,c1
egocentricity,c1,c1
egocentrism,c1,c1
egoism,c1,c1
egoist,c1,c1
egoistic,c1,c1
egomania,c1,c1
egomaniac,c1,c1
egomaniacal,c1,c1
egotism,c1,c1
egotist,c1,c1
egotistic,c1,c1
egotistical,c1,c1
egregious,c1,c1
egregiously,c1,c1
egress,c1,c1
egret,b2,b2
egyptian,a2,a2
eh,a1,a1
eider,c1,c1
eiderdown,b2,b2
eidetic,c1,c1
eigenvalue,c2,c2
eight,a1,a1
eighteen,a1,a1
eighteenth,a2,a2
eightfold,c1,c1
eighth,a2,a2
eighths,a2,a2
eightieth,a2,a2
eighty,a1,a1
einsteinian,c1,c1
either,a2,a2
ejaculate,c1,c1
ejaculation,c1,c1
ejaculatory,c1,c1
eject,b2,b2
ejecta,c1,c1
ejected,b2,b2
ejection,b2,b2
ejector,c1,c1
ejido,c1,c1
eke,c1,c1
elaborate,c1,c1
elaborated,b2,b2
elaborately,b2,b2
elaboration,c1,c1
elaborative,c1,c1
elapse,b2,b2
elapsed,b2,b2
elastic,a2,a2
elasticity,b2,b2
elasticized,c1,c1
elastin,c1,c1
elastomer,c1,c1
elastomeric,c1,c1
elate,b2,b2
elated,b2,b2
elation,b2,b2
elbow,a1,b2
elbowroom,b2,b2
elder,a2,a2
elderberry,b2,b2
eldercare,b2,b2
elderly,a2,b2
eldest,a2,a2
elect,b2,b2
elected,a2,a2
election,b1,b1
elective,b2,b2
elector,b2,b2
electoral,c1,c1
electorally,b2,b2
