word,core_level,advanced_level
horrified,b2,b2
horrify,b2,b2
horrifying,b2,b2
horrifyingly,b2,b2
horror,b1,b1
horse,a1,a1
horseback,a2,a2
horseflesh,b2,b2
horsefly,b1,b1
horsehair,b2,b2
horsehide,c1,c1
horseless,b2,b2
horseman,b1,b1
horsemanship,b2,b2
horsemeat,b2,b2
horseplay,b1,b1
horsepower,b1,b1
horserace,a2,a2
horseradish,a2,a2
horseshit,c2,c2
horseshoe,a2,a2
horsetail,b1,b1
horsewoman,b1,b1
horsey,b2,b2
horsy,b2,b2
hortatory,c1,c1
horticultural,b2,b2
horticulturalist,c1,c1
horticulture,b2,b2
horticulturist,c1,c1
hosanna,c1,c1
hose,a2,a2
hosel,c2,c2
hosiery,b1,b1
hospice,b2,b2
hospitable,b1,b1
hospitably,b2,b2
hospital,a1,a1
hospitality,b1,b1
hospitalization,b2,b2
hospitalize,b2,b2
hospitalized,b2,b2
host,b2,b2
hosta,b2,b2
hostage,c1,c1
hostel,a2,a2
hostelry,c1,c1
hostess,a2,a2
hostile,c1,c1
hostility,c1,c1
hosting,b1,b1
hot,a1,a1
hotbed,b2,b2
hotdog,a2,a2
hotel,a1,a1
hotelier,b2,b2
hotfoot,c1,c1
hothead,b2,b2
hothouse,b1,b1
hotline,b1,b1
hotly,b1,b1
hotness,b1,b1
hotplate,b1,b1
hotshot,b2,b2
hotspot,b2,b2
hottie,b2,b2
hound,a2,a2
hour,a1,a1
hourglass,a2,a2
houri,c1,c1
hourly,a2,a2
house,a2,b2
houseboat,b1,b1
housebound,b2,b2
houseboy,c1,c1
housebroken,b2,b2
housecleaner,b1,b1
housecleaning,b1,b1
housecoat,b1,b1
housedress,b1,b1
housefly,a2,a2
houseful,b1,b1
houseguest,b1,b1
household,a2,b2
householder,b1,b1
housekeeper,a2,a2
housekeeping,a2,a2
houselights,b1,b1
housemaid,b1,b1
houseman,b1,b1
housemate,b1,b1
housemother,c1,c1
housepainter,b1,b1
houseplant,a2,a2
housetop,b1,b1
housewarming,b1,b1
housewife,b1,b1
housework,a2,a2
housing,a2,b2
hovel,b1,b1
hover,b1,b1
hovercraft,b2,b2
hovering,b1,b1
how,a1,a1
howdah,c2,c2
howdy,b2,b2
however,a1,a1
howitzer,c1,c1
howl,a2,a2
howler,b2,b2
howling,b1,b1
hoy,c2,c2
hoyden,c1,c1
hq,b1,b1
hub,b1,b1
hubbub,b2,b2
hubby,b1,b1
hubcap,b1,b1
hubris,c1,c1
hubristic,c1,c1
huckleberry,b2,b2
huckster,c1,c1
huddle,b1,b1
huddled,b1,b1
hue,b1,b1
hued,c1,c1
huff,b1,b1
huffily,c1,c1
huffing,b1,b1
huffy,b1,b1
hug,a1,a1
huge,a1,a2
hugely,b1,b1
hugeness,c1,c1
huggable,b2,b2
hugger,b2,b2
hugging,b1,b1
huggy,b2,b2
huh,a1,a1
hula,a2,a2
hulk,b1,b1
hulking,b2,b2
hull,b1,b1
hullabaloo,c1,c1
hulled,b2,b2
hullo,c2,c2
hum,a2,a2
human,a2,a2
humane,b1,b1
humanely,b2,b2
humaneness,c1,c1
humanism,c1,c1
humanist,c1,c1
humanistic,c1,c1
humanitarian,b2,c1
humanitarianism,c1,c1
humanities,c1,c1
humanity,b2,c1
humanization,c1,c1
humanize,c1,c1
humanized,c1,c1
humanizing,c1,c1
humankind,b2,b2
humanly,b2,b2
humanness,c1,c1
humanoid,b2,b2
humble,b2,c1
humbled,b2,b2
humbleness,c1,c1
humbling,b2,b2
humbly,b1,b1
humbug,b2,b2
humdinger,c1,c1
humdrum,b2,b2
humerus,c1,c1
humic,c1,c1
humid,b1,b1
humidifier,b1,b1
humidify,b2,b2
humidity,b1,b1
humidor,b2,b2
humiliate,b2,b2
humiliated,b2,b2
humiliating,b2,b2
humiliatingly,c1,c1
humiliation,b2,b2
humility,b2,b2
humming,a2,a2
hummingbird,a2,a2
hummock,c1,c1
hummus,b2,b2
humongous,b2,b2
humor,a2,a2
humoral,c2,c2
humorist,b2,b2
humorless,b2,b2
humorlessly,c1,c1
humorous,a2,b2
humorously,b2,b2
humour,a2,b2
hump,b1,b1
humpback,b1,b1
humpbacked,b2,b2
humped,b2,b2
humus,b2,b2
hunch,b1,b1
hunchback,b1,b1
hunchbacked,b2,b2
hunched,b2,b2
hundred,a1,a1
hundredfold,c1,c1
hundredth,b1,b1
hundredths,b2,b2
hung,a2,a2
hungarian,a2,a2
hunger,a2,b2
hungover,b1,b1
hungrily,b1,b1
hungry,a1,a1
hunk,b1,b1
hunker,b1,b1
hunky,b2,b2
hunt,a2,b2
hunted,b1,b1
hunter,a2,a2
hunting,a2,b2
huntress,b1,b1
huntsman,b1,b1
hurdle,b1,b1
hurdler,b2,b2
hurl,b1,b1
hurler,b2,b2
hurrah,a2,a2
hurray,a2,a2
hurricane,b1,b1
hurried,b1,b1
hurriedly,b1,b1
hurry,b1,b1
hurrying,b1,b1
hurt,a2,b2
hurtful,b1,b1
hurting,b1,b1
hurtle,b1,b1
hurtling,b2,b2
husband,a1,a1
husbandman,c1,c1
husbandry,c1,c1
hush,a2,a2
hushed,b1,b1
husk,b2,b2
huskily,c1,c1
husky,a2,a2
hussar,c1,c1
hussy,c1,c1
hustle,b1,b1
hustler,b2,b2
hustling,b2,b2
hut,a2,a2
hutong,c1,c1
hyacinth,b1,b1
hybrid,b2,b2
hybridity,c1,c1
hybridization,c1,c1
hybridize,c1,c1
hybridized,c1,c1
hydrangea,b1,b1
hydrant,a2,a2
hydrate,b2,b2
hydrated,b2,b2
hydrating,b2,b2
hydration,b2,b2
hydraulic,b2,b2
hydraulically,c1,c1
hydraulics,b2,b2
hydrazine,c1,c1
hydric,c1,c1
hydride,c1,c1
hydrilla,c1,c1
hydro,c1,c1
hydrocarbon,b2,b2
hydrocephalus,c1,c1
hydrochloride,c1,c1
hydrocortisone,c1,c1
hydrodynamic,c1,c1
hydrodynamics,c1,c1
hydroelectric,b2,b2
hydroelectricity,b2,b2
hydrofoil,b2,b2
hydrogel,c1,c1
hydrogen,b2,c1
hydrogenated,c1,c1
hydrogenation,c1,c1
hydrogeologic,c1,c1
hydrographic,c1,c1
hydrologic,c1,c1
hydrological,c1,c1
hydrologist,c1,c1
hydrology,c1,c1
hydrolysis,c1,c1
hydrolyzed,c1,c1
hydrophilic,c1,c1
hydrophobic,c1,c1
hydrophone,c1,c1
hydroplane,b2,b2
hydroponic,c1,c1
hydroponically,c1,c1
hydroponics,c1,c1
hydropower,b2,b2
hydrops,c2,c2
hydroquinone,c1,c1
hydrostatic,c1,c1
hydrotherapy,b2,b2
hydrothermal,c1,c1
hydroxide,c1,c1
hydroxyapatite,c1,c1
hydroxyl,c1,c1
hyena,a2,a2
hygiene,b1,b1
hygienic,b2,b2
hygienist,b2,b2
hygroscopic,c1,c1
hymen,c1,c1
hymn,b1,b1
hymnal,c1,c1
hymnbook,c1,c1
hyoid,c2,c2
hype,b2,b2
hyped,b2,b2
hyper,c1,c1
hyperactive,b2,b2
hyperactivity,b2,b2
hyperacusis,c2,c2
hyperbaric,c1,c1
hyperbole,b2,b2
hyperbolic,c1,c1
hyperbolically,c2,c2
hypercalcemia,c2,c2
hypercalciuria,c2,c2
hypercapnia,c2,c2
hypercar,c1,c1
hypercholesterolaemic,c2,c2
hypercholesterolemia,c2,c2
hypercompetitive,c1,c1
hypercritical,b2,b2
hyperemia,c2,c2
hyperextension,c1,c1
hyperfine,c1,c1
hypericum,c2,c2
hyperinflation,c1,c1
hyperinflationary,c2,c2
hyperkinetic,c1,c1
hyperlink,b2,b2
hypermarket,b1,b1
hyperparathyroidism,c2,c2
hyperpigmentation,c2,c2
hyperplasia,c2,c2
hypersensitive,b2,b2
hypersensitivity,b2,b2
hypersonic,c1,c1
hyperspace,c1,c1
hypertension,c1,c1
hypertensive,c1,c1
hypertext,b2,b2
hyperthermia,c1,c1
hyperthyroidism,c2,c2
hypertonic,c1,c1
hypertrophied,c1,c1
hypertrophy,c1,c1
hyperventilate,c1,c1
hyperventilation,c1,c1
hyphen,a2,a2
hyphenate,b2,b2
hyphenated,b2,b2
hyphenation,b2,b2
hypnosis,b2,b2
hypnotherapist,c1,c1
hypnotherapy,c1,c1
hypnotic,b2,b2
hypnotically,c1,c1
hypnotism,b2,b2
hypnotist,b2,b2
hypnotize,b2,b2
hypnotized,b2,b2
hypo,c1,c1
hypoallergenic,b2,b2
hypocalcemia,c2,c2
hypochlorite,c1,c1
hypochondria,b2,b2
hypochondriac,b2,b2
hypochondriacal,c1,c1
hypocrisy,b2,b2
hypocrite,b2,b2
hypocritical,b2,b2
hypocritically,c1,c1
hypodermic,b2,b2
hypoglossal,c2,c2
hypoglycemia,c1,c1
hypoglycemic,c1,c1
hypomania,c1,c1
hypomanic,c1,c1
hypopharyngeal,c2,c2
hypoplasia,c2,c2
hypostasis,c2,c2
hypostatic,c2,c2
hypotension,c1,c1
hypotensive,c1,c1
hypotenuse,b2,b2
hypothalamus,c1,c1
hypothermia,c1,c1
hypothermic,c1,c1
hypothesis,b1,b2
hypothesize,c1,c1
hypothesized,c1,c1
hypothetical,b2,b2
hypothetically,b2,b2
hypothyroid,c1,c1
hypothyroidism,c1,c1
hypoxia,c1,c1
hypoxic,c1,c1
hyrax,c1,c1
hyssop,c1,c1
hysterectomy,c1,c1
hysteresis,c1,c1
hysteria,c1,c1
hysteric,c1,c1
hysterical,b2,b2
hysterically,b2,b2
hysterics,c1,c1
iambic,c1,c1
iatrogenic,c1,c1
iberian,b2,b2
ibex,c1,c1
ibis,c1,c1
ibuprofen,b1,b1
ice,a1,a1
iceberg,a2,a2
icebox,a2,a2
icebreaker,b1,b1
icecap,b1,b1
iced,a2,a2
icefall,c1,c1
icehouse,c1,c1
icelandic,b1,b1
icemaker,b1,b1
icepick,b1,b1
ichor,c2,c2
ichthyologist,c2,c2
ichthyosaur,c2,c2
icicle,a2,a2
icily,c1,c1
iciness,c1,c1
icing,a2,a2
icky,a2,a2
icon,a2,b2
iconic,b2,b2
iconoclasm,c1,c1
iconoclast,c1,c1
iconoclastic,c1,c1
iconographic,c1,c1
iconographical,c2,c2
iconography,c1,c1
icosahedral,c1,c1
icosahedron,c1,c1
icy,a1,a1
id,b1,b2
idea,a1,a1
ideal,a2,b2
idealism,b2,b2
idealist,b2,b2
idealistic,b2,b2
idealistically,c1,c1
idealization,b2,b2
idealize,b2,b2
idealized,b2,b2
ideally,a2,a2
ideation,c1,c1
ideational,c1,c1
identical,a2,b2
identically,b2,b2
identifiable,b2,b2
identifiably,c1,c1
identification,b2,c1
identified,b1,b1
identifier,b2,b2
identify,a2,a2
identifying,b1,b1
identity,a2,b1
ideogram,c1,c1
ideograph,c1,c1
ideographic,c1,c1
ideological,b2,c1
ideologically,c1,c1
ideologist,c1,c1
ideologue,c1,c1
ideology,b2,c1
idiocy,b2,b2
idiographic,c2,c2
idiom,b2,b2
idiomatic,b2,b2
idiopathic,c1,c1
idiosyncrasy,c1,c1
idiosyncratic,c1,c1
idiosyncratically,c2,c2
idiot,b2,c1
idiotic,b2,b2
idiotically,b2,b2
idle,a2,a2
idled,b2,b2
idleness,b2,b2
idler,b2,b2
idling,b2,b2
idly,a2,a2
idol,a2,a2
idolater,c1,c1
idolatrous,c1,c1
idolatry,c1,c1
idolization,c1,c1
idolize,c1,c1
idyll,b2,b2
idyllic,b2,b2
ie,a2,a2
if,a1,a1
iff,a2,a2
iffy,a2,a2
igloo,a2,a2
ignatian,c2,c2
igneous,b2,b2
ignite,b1,b1
igniter,b2,b2
ignition,b2,b2
ignoble,c1,c1
ignominious,c1,c1
ignominiously,c2,c2
ignominy,c1,c1
ignoramus,c1,c1
ignorance,b2,c1
ignorant,b1,b1
ignorantly,b2,b2
ignore,b1,b1
ignored,b1,b1
ignoring,b1,b1
iguana,a2,a2
ikat,c1,c1
ikon,c1,c1
ileostomy,c1,c1
iliac,c1,c1
ilium,c1,c1
ilk,c1,c1
ill,a1,a2
illegal,b1,b1
illegality,b2,b2
illegally,b2,b2
illegibility,c1,c1
illegible,b2,b2
illegitimacy,c1,c1
illegitimate,b2,b2
illegitimately,c1,c1
illiberal,c1,c1
illicit,b2,b2
illicitly,b2,b2
illimitable,c1,c1
illiquid,c1,c1
illiquidity,c1,c1
illiteracy,b2,b2
illiterate,b2,b2
illness,a2,a2
illocutionary,c2,c2
illogical,b2,b2
illogically,b2,b2
illuminate,b2,b2
illuminated,b2,b2
illuminati,c1,c1
illuminating,b2,b2
illumination,b2,b2
illuminator,c1,c1
illumine,c1,c1
illusion,a2,b2
illusionary,c1,c1
illusionism,c1,c1
illusionist,c1,c1
illusionistic,c2,c2
illusive,c1,c1
illusory,c1,c1
illustrate,a2,b2
illustrated,b1,b1
illustration,a2,b2
illustrative,b2,b2
illustrator,b2,b2
illustrious,c1,c1
image,a1,a2
imaged,b2,b2
imagery,b2,c1
imaginable,b2,b2
imaginal,c1,c1
imaginary,a2,b1
imagination,a2,b2
imaginative,b2,b2
imaginatively,b2,b2
imagine,a1,a1
imagined,b1,b1
imaging,b2,b2
imagining,b1,b1
imagistic,c1,c1
imago,c1,c1
imam,b2,b2
imbalance,b2,b2
imbalanced,b2,b2
imbecile,c1,c1
imbecilic,c1,c1
imbecility,c1,c1
imbed,b2,b2
imbedded,b2,b2
imbibe,b2,b2
imbricate,c1,c1
imbrication,c2,c2
imbroglio,c1,c1
imbue,c1,c1
imipramine,c2,c2
imitate,b1,b1
imitation,b1,b1
imitative,c1,c1
imitator,c1,c1
immaculate,b2,b2
immaculately,b2,b2
immanence,c1,c1
immanent,c1,c1
immaterial,c1,c1
immateriality,c2,c2
immature,b2,b2
immaturity,b2,b2
immeasurable,c1,c1
immeasurably,c1,c1
immediacy,c1,c1
immediate,a2,b1
immediately,a2,a2
immemorial,c1,c1
immense,b2,c1
immensely,b2,b2
immensity,c1,c1
immerse,b2,b2
immersion,b2,b2
immersive,b2,b2
immigrant,a2,b1
immigrate,b1,b1
immigration,a2,b2
imminence,c1,c1
imminent,b2,c1
imminently,c1,c1
immobile,b2,b2
immobility,c1,c1
immobilization,c1,c1
immobilize,c1,c1
immobilized,c1,c1
immoderate,c1,c1
immoderately,c1,c1
immodest,b2,b2
immodestly,b2,b2
immodesty,b2,b2
immolate,c1,c1
immolation,c1,c1
immoral,b2,b2
immorality,b2,b2
immorally,b2,b2
immortal,b2,b2
immortality,b2,b2
immortalize,c1,c1
immovable,b2,b2
immune,a2,b2
immunity,b2,b2
immunization,b2,b2
immunize,b2,b2
immunized,b2,b2
immunoassay,c2,c2
immunocompetent,c2,c2
immunocompromised,c2,c2
immunodeficiency,c2,c2
immunofluorescence,c2,c2
immunogenicity,c2,c2
immunoglobulin,c2,c2
immunohistochemical,c2,c2
immunologic,c2,c2
immunological,c2,c2
immunologically,c2,c2
immunologist,c2,c2
immunology,c1,c1
immunosuppressant,c1,c1
immunosuppression,c1,c1
immunosuppressive,c1,c1
immunotherapy,c1,c1
immure,c2,c2
immutability,c1,c1
immutable,b2,b2
imp,a2,a2
impact,a2,b1
impacted,b2,b2
impactful,b2,b2
impacting,b2,b2
impaction,c1,c1
impactor,c1,c1
impair,b2,b2
impaired,b2,b2
impairment,b2,b2
impale,c1,c1
impaled,c1,c1
impalpable,c1,c1
impart,b2,b2
impartial,b2,b2
impartiality,c1,c1
impartially,c1,c1
impassable,b2,b2
impasse,b2,b2
impassible,c2,c2
impassioned,b2,b2
impassive,b2,b2
impassively,b2,b2
impassivity,c1,c1
impasto,c2,c2
impatience,a2,a2
impatiens,c2,c2
impatient,a2,b2
impatiently,a2,a2
impeach,b2,b2
impeached,b2,b2
impeachment,b2,b2
impeccable,b2,b2
impeccably,b2,b2
impecunious,c1,c1
impedance,c1,c1
impede,b2,b2
impediment,b2,b2
impel,c1,c1
impelled,c1,c1
impeller,c1,c1
impending,b2,b2
impenetrability,c1,c1
impenetrable,b2,b2
impenetrably,c1,c1
imperative,b2,b2
imperceptible,c1,c1
imperceptibly,c1,c1
imperfect,a2,a2
imperfection,b2,b2
imperfectly,b2,b2
imperial,b2,b2
imperialism,c1,c1
imperialist,c1,c1
imperialistic,c1,c1
imperially,c1,c1
imperil,c1,c1
imperiled,c1,c1
imperious,c1,c1
imperiously,c1,c1
imperiousness,c1,c1
imperishable,c1,c1
imperium,c2,c2
impermanence,c1,c1
impermanent,c1,c1
impermeability,c1,c1
impermeable,c1,c1
impermissible,c1,c1
impermissibly,c1,c1
impersonal,b2,b2
impersonality,c1,c1
impersonally,c1,c1
impersonate,b2,b2
impersonation,b2,b2
impersonator,b2,b2
impertinence,c1,c1
impertinent,b2,b2
imperturbable,c1,c1
imperturbably,c1,c1
impervious,c1,c1
impetigo,c1,c1
impetuosity,c1,c1
impetuous,c1,c1
impetuously,c1,c1
impetus,b2,b2
impiety,c1,c1
impinge,c1,c1
impingement,c1,c1
impious,c1,c1
impish,a2,a2
impishly,a2,a2
implacability,c1,c1
implacable,c1,c1
implacably,c1,c1
implant,b2,b2
implantable,c1,c1
implantation,c1,c1
implanted,b2,b2
implausibility,c1,c1
implausible,b2,b2
implausibly,c1,c1
implement,b1,b2
implementation,b2,c1
implemented,b2,b2
implementer,b2,b2
implicate,b2,b2
implicated,b2,b2
implication,b1,b2
implicature,c2,c2
implicit,b2,b2
implicitly,b2,b2
implied,b2,b2
implode,b2,b2
imploding,b2,b2
implore,b2,b2
imploring,b2,b2
imploringly,b2,b2
implosion,b2,b2
imply,b1,b2
impolite,a2,a2
impolitic,c1,c1
imponderable,c1,c1
import,b1,b1
importance,b1,b1
important,a1,a1
importantly,a2,a2
importation,b2,b2
imported,b2,b2
importer,b2,b2
importing,b2,b2
importunate,c1,c1
importune,c1,c1
impose,b1,b2
imposed,b2,b2
imposing,b2,b2
imposition,b2,b2
impossibility,b2,b2
impossible,a2,a2
impossibly,b2,b2
imposter,b2,b2
impostor,b2,b2
imposture,c1,c1
impotence,c1,c1
impotency,c1,c1
impotent,c1,c1
impotently,c1,c1
impound,c1,c1
impounded,c1,c1
impoundment,c1,c1
impoverish,c1,c1
impoverished,c1,c1
impoverishment,c1,c1
impracticable,c1,c1
impractical,b2,b2
impracticality,c1,c1
imprecation,c1,c1
imprecise,b2,b2
imprecisely,b2,b2
imprecision,c1,c1
impregnable,c1,c1
impregnate,c1,c1
impregnated,c1,c1
impregnation,c1,c1
impresario,c2,c2
impress,a2,b2
impressed,a2,b2
impression,a2,b1
impressionable,b2,b2
impressionism,c1,c1
impressionist,c1,c1
impressionistic,c1,c1
impressive,a2,b1
impressively,b2,b2
impressment,c2,c2
imprimatur,c2,c2
imprimatura,c2,c2
imprint,b2,b2
imprinted,b2,b2
imprinting,b2,b2
imprison,b2,c1
imprisoned,b2,b2
imprisonment,b2,c1
improbability,c1,c1
improbable,b2,b2
improbably,b2,b2
impromptu,b2,b2
improper,a2,a2
improperly,a2,a2
impropriety,c1,c1
improv,b2,b2
improve,a2,a1
improved,a2,a2
improvement,a2,b1
improvident,c1,c1
improving,a2,a2
improvisation,b2,b2
improvisational,c1,c1
improvisatory,c1,c1
improvise,b2,b2
improvised,b2,b2
improviser,b2,b2
improvising,b2,b2
imprudence,c1,c1
imprudent,c1,c1
imprudently,c1,c1
impudence,c1,c1
impudent,c1,c1
impudently,c1,c1
impugn,c1,c1
impulse,b2,b2
impulsive,b2,b2
impulsively,b2,b2
impulsiveness,b2,b2
impunity,c1,c1
impure,b2,b2
impurity,b2,b2
imputation,c1,c1
impute,c1,c1
imputed,c1,c1
in,a1,a1
inability,b2,c1
inaccessibility,c1,c1
inaccessible,c1,c1
inaccuracy,b2,b2
inaccurate,b2,b2
inaccurately,b2,b2
inaction,b2,b2
inactivate,b2,b2
inactivated,b2,b2
inactivation,b2,b2
inactive,b2,b2
inactivity,b2,b2
inadequacy,b2,b2
inadequate,b2,c1
inadequately,b2,b2
inadmissible,c1,c1
inadvertence,c1,c1
inadvertent,b2,b2
inadvertently,b2,b2
inadvisable,b2,b2
inalienable,c1,c1
inane,c1,c1
inanely,c1,c1
inanimate,b2,b2
inanity,c1,c1
inapplicable,b2,b2
inappropriate,b2,c1
inappropriately,b2,b2
inappropriateness,b2,b2
inapt,c1,c1
inarguable,c1,c1
inarticulate,c1,c1
inarticulateness,c2,c2
inasmuch,c1,c1
inattention,b2,b2
inattentive,b2,b2
inattentiveness,b2,b2
inaudible,b2,b2
inaudibly,b2,b2
inaugural,b2,b2
inaugurate,b2,b2
inauguration,b2,b2
inauspicious,c1,c1
inauthentic,c1,c1
inauthenticity,c2,c2
inbetween,a2,a2
inboard,b2,b2
inborn,b2,b2
inbound,b2,b2
inbred,b2,b2
inca,c2,c2
incalculable,c1,c1
incalculably,c1,c1
incan,c2,c2
incandescence,c1,c1
incandescent,b2,b2
incantation,c1,c1
incantatory,c2,c2
incapable,b2,b2
incapacitate,c1,c1
incapacitated,c1,c1
incapacitating,c1,c1
incapacitation,c1,c1
incapacity,b2,b2
incarcerate,b2,b2
incarcerated,b2,b2
incarceration,b2,b2
incarnate,c1,c1
incarnation,c1,c1
incarnational,c2,c2
incautious,c1,c1
incendiary,c1,c1
incense,a2,a2
incentive,b1,b2
inception,c1,c1
incessant,b2,b2
incessantly,b2,b2
incest,c1,c1
incestuous,c1,c1
inch,a2,b2
inchoate,c1,c1
incidence,b2,c1
incident,a2,b2
incidental,b2,b2
incidentally,b2,b2
incidentals,c1,c1
incinerate,c1,c1
incinerated,c1,c1
incineration,c1,c1
incinerator,c1,c1
incipient,c1,c1
incise,c1,c1
incised,c1,c1
incision,c1,c1
incisional,c2,c2
incisive,c1,c1
incisively,c1,c1
incisor,c1,c1
incite,c1,c1
incitement,c1,c1
incivility,c1,c1
inclination,b2,b2
incline,b2,b2
inclined,b2,c1
inclinometer,c2,c2
include,a1,a1
included,a2,a2
including,a2,a2
inclusion,b2,c1
inclusionary,c1,c1
inclusive,b2,b2
inclusively,b2,b2
inclusiveness,b2,b2
incognito,b2,b2
incoherence,c1,c1
incoherent,c1,c1
incoherently,c1,c1
income,a2,b2
incomer,b2,b2
incoming,a2,a2
incommensurability,c2,c2
incommensurable,c2,c2
incommensurate,c1,c1
incommunicado,c1,c1
incomparable,b2,b2
incomparably,b2,b2
incompatibility,b2,b2
incompatible,b2,b2
incompetence,b2,b2
incompetency,b2,b2
incompetent,b2,b2
incompetently,b2,b2
incomplete,b2,b2
incompletely,b2,b2
incompleteness,b2,b2
incompletion,c1,c1
incomprehensibility,c1,c1
incomprehensible,c1,c1
incomprehensibly,c1,c1
incomprehension,c1,c1
incompressible,c1,c1
inconceivable,b2,b2
inconceivably,b2,b2
inconclusive,c1,c1
inconclusively,c1,c1
incongruence,c1,c1
incongruent,c1,c1
incongruity,c1,c1
incongruous,c1,c1
incongruously,c1,c1
inconsequential,c1,c1
inconsiderable,c1,c1
inconsiderate,b2,b2
inconsistency,b2,b2
inconsistent,b2,b2
inconsistently,b2,b2
inconsolable,c1,c1
inconsolably,c1,c1
inconspicuous,c1,c1
inconspicuously,c1,c1
inconstancy,c1,c1
inconstant,c1,c1
incontestable,c1,c1
incontinence,c1,c1
incontinent,c1,c1
incontrovertible,c1,c1
incontrovertibly,c1,c1
inconvenience,b2,b2
inconvenient,b2,b2
inconveniently,b2,b2
incorporate,b1,b2
incorporated,b2,b2
incorporation,b2,b2
incorporeal,c1,c1
incorrect,a2,b2
incorrectly,b2,b2
incorrectness,b2,b2
incorrigible,c1,c1
incorrigibly,c1,c1
incorruptibility,c2,c2
incorruptible,c1,c1
increase,a2,a2
increased,a2,a2
increasing,a2,a2
increasingly,b1,b2
incredible,a1,a2
incredibly,a1,b1
incredulity,c1,c1
incredulous,c1,c1
incredulously,c1,c1
increment,c1,c1
incremental,c1,c1
incrementalism,c2,c2
incrementally,c1,c1
incriminate,c1,c1
incriminating,c1,c1
incrimination,c1,c1
incubate,b2,b2
incubation,b2,b2
incubator,b2,b2
incubus,c2,c2
inculcate,c1,c1
inculcation,c2,c2
inculturation,c2,c2
incumbency,c1,c1
incumbent,c1,c1
incur,b2,c1
incurable,b2,b2
incurably,b2,b2
incurious,c1,c1
incursion,c1,c1
incus,c2,c2
indebted,b2,b2
indebtedness,b2,b2
indecency,b2,b2
indecent,b2,b2
indecently,b2,b2
indecipherable,b2,b2
indecision,b1,b1
indecisive,b1,b1
indecisively,b1,b1
indecisiveness,b2,b2
indecorous,c1,c1
indeed,a2,b1
indefatigable,c1,c1
indefatigably,c1,c1
indefensible,c1,c1
indefinable,c1,c1
indefinite,b2,b2
indefinitely,b2,b2
indelible,b2,b2
indelibly,b2,b2
indelicate,b2,b2
indemnification,c1,c1
indemnify,c1,c1
indemnity,c1,c1
indent,b2,b2
indentation,b2,b2
indented,b2,b2
indentor,c1,c1
indenture,c1,c1
indentured,c1,c1
independence,a2,b2
independent,a1,a2
independently,b1,b1
indescribable,b2,b2
indescribably,b2,b2
indestructible,b2,b2
indeterminacy,c1,c1
indeterminate,c1,c1
index,b1,b2
indexation,c1,c1
indexed,b2,b2
indexer,b2,b2
indexical,c1,c1
indian,a2,a2
indicate,b1,b1
indicated,b1,b1
indication,a2,b2
indicative,b2,b2
indicator,b2,c1
indict,b2,b2
indictable,c1,c1
indicted,b2,b2
indictment,b2,c1
indie,a2,a2
indifference,b2,b2
indifferent,b2,b2
indifferently,b2,b2
indigence,c1,c1
indigenization,c1,c1
indigenous,b2,c1
indigent,c1,c1
indigestible,b1,b1
indigestion,a2,a2
indignant,b2,b2
indignantly,b2,b2
indignation,b2,b2
indignity,b2,b2
indigo,a2,a2
indirect,a2,b1
indirection,c1,c1
indirectly,b2,b2
indiscernible,c1,c1
indiscipline,b2,b2
indiscreet,b2,b2
indiscreetly,b2,b2
indiscretion,b2,b2
indiscriminate,b2,b2
indiscriminately,b2,b2
indispensability,c1,c1
indispensable,b2,b2
indispensible,b2,b2
indisposed,b2,b2
indisputable,b2,b2
indisputably,b2,b2
indissoluble,c1,c1
indissolubly,c1,c1
indistinct,b2,b2
indistinctly,b2,b2
indistinguishable,b2,b2
indium,c1,c1
individual,a2,a2
individualism,c1,c1
individualist,c1,c1
individualistic,c1,c1
individuality,b2,b2
individualization,c1,c1
individualize,c1,c1
individualized,c1,c1
individually,b1,b1
individuate,c2,c2
individuated,c2,c2
individuation,c2,c2
indivisibility,c1,c1
indivisible,c1,c1
indochinese,c1,c1
indoctrinate,c1,c1
indoctrination,c1,c1
indolence,c1,c1
indolent,c1,c1
indolently,c1,c1
indomitable,c1,c1
indonesian,a2,a2
indoor,a2,b1
indoors,a2,b1
indrawn,b2,b2
indubitable,c1,c1
indubitably,c1,c1
induce,b2,c1
induced,b2,b2
inducement,b2,b2
inducer,b2,b2
induct,b2,b2
inductance,c1,c1
inductee,c1,c1
induction,b2,b2
inductive,c1,c1
indulge,b2,c1
indulgence,b2,b2
indulgent,b2,b2
indulgently,b2,b2
induration,c2,c2
industrial,a2,b2
industrialism,c1,c1
industrialist,c1,c1
industrialization,c1,c1
industrialize,c1,c1
industrialized,c1,c1
industrializing,c1,c1
industrially,c1,c1
industrious,b2,b2
industriously,b2,b2
industriousness,b2,b2
industry,a1,a2
indwell,c1,c1
indwelling,c1,c1
indy,a2,a2
inebriated,b2,b2
inebriation,c1,c1
inedible,b1,b1
ineffable,c1,c1
ineffably,c1,c1
ineffective,b1,b1
ineffectively,b1,b1
ineffectiveness,b2,b2
ineffectual,c1,c1
ineffectually,c1,c1
inefficacy,c1,c1
inefficiency,b2,b2
inefficient,b1,b1
inefficiently,b1,b1
inegalitarian,c1,c1
inelastic,c1,c1
inelegant,c1,c1
inelegantly,c1,c1
ineligibility,c1,c1
ineligible,b2,b2
ineluctable,c1,c1
ineluctably,c1,c1
inept,b2,b2
ineptitude,c1,c1
ineptly,b2,b2
